meeting_date,asof_date,exp_rate_bp,var_bp2,p_tail_cut,p_tail_hike,top1_mid_bp,top1_prob,top2_mid_bp,top2_prob,days_to_meeting
2026-01-28,2025-02-07,397.999975,754.724899999375,0.192803,0.163823,412.5,0.343,387.5,0.300374,355
2026-01-28,2025-02-10,397.0,769.83375,0.20418999999999998,0.155865,412.5,0.335986,387.5,0.303959,352
2026-01-28,2025-02-11,399.74993775006226,725.078149980475,0.17325982674017326,0.17825682174317828,412.5,0.3548446451553549,387.5,0.29363870636129363,351
2026-01-28,2025-02-12,408.7500675001349,583.3660761025958,0.0889031778063556,0.27883655767311527,412.5,0.3979597959195918,437.5,0.27883655767311527,350
2026-01-28,2025-02-13,403.00009050009055,672.6824824242922,0.13950113950113951,0.20937720937720938,412.5,0.3742703742703743,387.5,0.27685127685127686,349
2026-01-28,2025-02-14,394.75000725000723,772.9094703469177,0.2273152273152273,0.1335251335251335,412.5,0.3216013216013216,387.5,0.31755831755831754,348
2026-01-28,2025-02-18,399.2499882500117,717.0094210529409,0.17656082343917653,0.17048182951817045,412.5,0.35315564684435313,387.5,0.29980170019829977,344
2026-01-28,2025-02-19,398.24995,719.8848249975,0.185832,0.159216,412.5,0.347896,387.5,0.307056,343
2026-01-28,2025-02-20,397.2500152499848,741.1557414065262,0.1983618016381984,0.15279384720615283,412.5,0.33982366017633986,387.5,0.309020690979309,342
2026-01-28,2025-02-21,387.4999,856.23374999,0.10270099999999999,0.354981,387.5,0.327422,412.5,0.266198,341
2026-01-28,2025-02-24,385.00017250017254,865.0373587576025,0.118006118006118,0.3209083209083209,387.5,0.3292183292183292,412.5,0.24620824620824622,338
2026-01-28,2025-02-25,377.0000749999999,910.099699994375,0.181419,0.227808,387.5,0.314706,362.5,0.276067,337
2026-01-28,2025-02-26,374.50003700003697,926.5970575956886,0.20553620553620552,0.20357820357820355,387.5,0.3043453043453043,362.5,0.2865402865402865,336
2026-01-28,2025-02-27,375.49995,924.3337999974999,0.19630599999999998,0.213774,387.5,0.307996,362.5,0.281924,335
2026-01-28,2025-02-28,364.500077000077,956.8900278840988,0.31191031191031193,0.12062512062512064,362.5,0.3125783125783126,387.5,0.2548862548862549,334
2026-01-28,2025-03-03,364.49999800000194,969.5752844247115,0.31321668678331316,0.12253287746712252,362.5,0.3103356896643103,387.5,0.2539147460852539,331
2026-01-28,2025-03-04,361.50005000000004,979.6688499974998,0.120211,0.338624,362.5,0.310698,387.5,0.234084,330
2026-01-28,2025-03-05,363.5001010001009,963.054512044311,0.32556332556332557,0.11529111529111528,362.5,0.3122233122233122,387.5,0.2469222469222469,329
2026-01-28,2025-03-06,359.99992750007243,974.1567820879615,0.12907887092112907,0.32003067996932,362.5,0.312064687935312,337.5,0.23882576117423882,328
2026-01-28,2025-03-07,365.00003000006,912.3460621912245,0.3044686089372179,0.11892923785847571,362.5,0.318997637995276,387.5,0.25760451520903044,327
2026-01-28,2025-03-10,352.50014000014,929.6588296392296,0.18139018139018137,0.22976022976022972,362.5,0.30473430473430474,337.5,0.2841152841152841,324
2026-01-28,2025-03-11,357.99997500000006,952.789149999375,0.140313,0.293546,362.5,0.313477,337.5,0.252664,323
2026-01-28,2025-03-12,365.0000724999275,917.1293391154047,0.3045336954663046,0.11940588059411941,362.5,0.3185006814993185,387.5,0.2575597424402576,322
2026-01-28,2025-03-13,361.500024000024,924.6765986760226,0.11310511310511312,0.3327173327173327,362.5,0.3197293197293197,387.5,0.23531123531123532,321
2026-01-28,2025-03-14,369.500025,904.029024999375,0.252213,0.152443,362.5,0.310136,387.5,0.285208,320
2026-01-28,2025-03-17,374.4998760002479,898.6283907278425,0.2023325953348093,0.19912260175479646,387.5,0.3072043855912288,362.5,0.2913404173191654,317
2026-01-28,2025-03-18,375.00001250001253,876.2532200030637,0.19486519486519488,0.2005902005902006,387.5,0.31182331182331186,362.5,0.2927212927212927,316
2026-01-28,2025-03-19,368.0001305001305,914.0826338156036,0.2703772703772704,0.14205514205514208,362.5,0.3131933131933132,387.5,0.2743742743742744,315
2026-01-28,2025-03-20,365.00005,890.7459999975,0.303192,0.116192,362.5,0.323571,387.5,0.257045,314
2026-01-28,2025-03-21,362.50000000000006,874.6850000000002,0.332279,0.097272,362.5,0.328905,387.5,0.241544,313
2026-01-28,2025-03-24,372.0000095000095,883.438293188203,0.22536222536222536,0.1724891724891725,362.5,0.3057523057523058,387.5,0.2963962963962964,310
2026-01-28,2025-03-25,368.99999350000655,899.8641423858155,0.2590107409892591,0.14867685132314867,362.5,0.3131926868073132,387.5,0.27911972088027914,309
2026-01-28,2025-03-26,371.00013350013353,881.2893090214868,0.23508723508723506,0.1628151628151628,362.5,0.30990530990530984,387.5,0.2921922921922922,308
2026-01-28,2025-03-27,369.5000070000069,901.947102947054,0.25397525397525395,0.15330115330115326,362.5,0.3112243112243112,387.5,0.2814992814992815,307
2026-01-28,2025-03-28,358.99995,909.4621499975,0.126739,0.298793,362.5,0.321029,337.5,0.253439,306
2026-01-28,2025-03-31,359.0000465000465,888.9712267190646,0.12333112333112335,0.2953672953672954,362.5,0.32448732448732454,337.5,0.2568142568142568,303
2026-01-28,2025-04-01,354.24995,911.2804249975001,0.163266,0.244297,362.5,0.311513,337.5,0.280924,302
2026-01-28,2025-04-02,358.99994999999996,898.2083999975,0.124941,0.296373,362.5,0.32165,337.5,0.257036,301
2026-01-28,2025-04-03,339.2499517499518,888.6573105924826,0.3200673200673201,0.11292611292611295,337.5,0.3276943276943277,362.5,0.23931223931223936,300
