date,value,value
2025-05-12,-0.43036285714285716,value
2025-05-13,-0.4328471428571429,value
2025-05-14,-0.4353314285714286,value
2025-05-15,-0.4378157142857143,value
2025-05-16,-0.4403,value
2025-05-17,-0.4423657142857143,value
2025-05-18,-0.4444314285714286,value
2025-05-19,-0.44649714285714287,value
2025-05-20,-0.44856285714285715,value
2025-05-21,-0.45062857142857143,value
2025-05-22,-0.4526942857142857,value
2025-05-23,-0.45476,value
2025-05-24,-0.45641714285714285,value
2025-05-25,-0.4580742857142857,value
2025-05-26,-0.45973142857142857,value
2025-05-27,-0.4613885714285714,value
2025-05-28,-0.4630457142857143,value
2025-05-29,-0.46470285714285714,value
2025-05-30,-0.46636,value
2025-05-31,-0.4676642857142857,value
2025-06-01,-0.46896857142857146,value
2025-06-02,-0.47027285714285716,value
2025-06-03,-0.47157714285714286,value
2025-06-04,-0.47288142857142856,value
2025-06-05,-0.4741857142857143,value
2025-06-06,-0.47549,value
2025-06-07,-0.4765557142857143,value
2025-06-08,-0.4776214285714286,value
2025-06-09,-0.47868714285714287,value
2025-06-10,-0.47975285714285715,value
2025-06-11,-0.48081857142857143,value
2025-06-12,-0.4818842857142857,value
2025-06-13,-0.48295,value
2025-06-14,-0.48389714285714286,value
2025-06-15,-0.4848442857142857,value
2025-06-16,-0.4857914285714286,value
2025-06-17,-0.4867385714285714,value
2025-06-18,-0.4876857142857143,value
2025-06-19,-0.48863285714285715,value
2025-06-20,-0.48958,value
2025-06-21,-0.4906114285714286,value
2025-06-22,-0.49164285714285716,value
2025-06-23,-0.49267428571428573,value
2025-06-24,-0.4937057142857143,value
2025-06-25,-0.4947371428571429,value
2025-06-26,-0.49576857142857145,value
2025-06-27,-0.4968,value
2025-06-28,-0.4979242857142857,value
2025-06-29,-0.49904857142857145,value
2025-06-30,-0.5001728571428571,value
2025-07-01,-0.5012971428571429,value
2025-07-02,-0.5024214285714286,value
2025-07-03,-0.5035457142857143,value
2025-07-04,-0.50467,value
2025-07-05,-0.5057414285714286,value
2025-07-06,-0.5068128571428571,value
2025-07-07,-0.5078842857142857,value
2025-07-08,-0.5089557142857143,value
2025-07-09,-0.5100271428571429,value
2025-07-10,-0.5110985714285714,value
2025-07-11,-0.51217,value
2025-07-12,-0.5131028571428572,value
2025-07-13,-0.5140357142857143,value
2025-07-14,-0.5149685714285714,value
2025-07-15,-0.5159014285714286,value
2025-07-16,-0.5168342857142858,value
2025-07-17,-0.5177671428571429,value
2025-07-18,-0.5187,value
2025-07-19,-0.5195485714285715,value
2025-07-20,-0.5203971428571429,value
2025-07-21,-0.5212457142857143,value
2025-07-22,-0.5220942857142857,value
2025-07-23,-0.5229428571428572,value
2025-07-24,-0.5237914285714286,value
2025-07-25,-0.52464,value
