date,value,value
2025-03-10,1463.8709677419354,value
2025-03-11,1461.967741935484,value
2025-03-12,1460.0645161290322,value
2025-03-13,1458.1612903225807,value
2025-03-14,1456.258064516129,value
2025-03-15,1454.3548387096773,value
2025-03-16,1452.4516129032259,value
2025-03-17,1450.5483870967741,value
2025-03-18,1448.6451612903227,value
2025-03-19,1446.741935483871,value
2025-03-20,1444.8387096774193,value
2025-03-21,1442.9354838709678,value
2025-03-22,1441.032258064516,value
2025-03-23,1439.1290322580644,value
2025-03-24,1437.225806451613,value
2025-03-25,1435.3225806451612,value
2025-03-26,1433.4193548387098,value
2025-03-27,1431.516129032258,value
2025-03-28,1429.6129032258063,value
2025-03-29,1427.7096774193549,value
2025-03-30,1425.8064516129032,value
2025-03-31,1423.9032258064517,value
2025-04-01,1422.0,value
2025-04-02,1421.0666666666666,value
2025-04-03,1420.1333333333334,value
2025-04-04,1419.2,value
2025-04-05,1418.2666666666667,value
2025-04-06,1417.3333333333333,value
2025-04-07,1416.4,value
2025-04-08,1415.4666666666667,value
2025-04-09,1414.5333333333333,value
2025-04-10,1413.6,value
2025-04-11,1412.6666666666667,value
2025-04-12,1411.7333333333333,value
2025-04-13,1410.8,value
2025-04-14,1409.8666666666666,value
2025-04-15,1408.9333333333334,value
2025-04-16,1408.0,value
2025-04-17,1407.0666666666666,value
2025-04-18,1406.1333333333334,value
2025-04-19,1405.2,value
2025-04-20,1404.2666666666667,value
2025-04-21,1403.3333333333333,value
2025-04-22,1402.4,value
2025-04-23,1401.4666666666667,value
2025-04-24,1400.5333333333333,value
2025-04-25,1399.6,value
2025-04-26,1398.6666666666667,value
2025-04-27,1397.7333333333333,value
2025-04-28,1396.8,value
2025-04-29,1395.8666666666666,value
2025-04-30,1394.9333333333334,value
2025-05-01,1394.0,value
2025-05-02,1393.967741935484,value
2025-05-03,1393.9354838709678,value
2025-05-04,1393.9032258064517,value
2025-05-05,1393.8709677419354,value
2025-05-06,1393.8387096774193,value
2025-05-07,1393.8064516129032,value
2025-05-08,1393.774193548387,value
2025-05-09,1393.741935483871,value
2025-05-10,1393.7096774193549,value
2025-05-11,1393.6774193548388,value
2025-05-12,1393.6451612903227,value
2025-05-13,1393.6129032258063,value
2025-05-14,1393.5806451612902,value
2025-05-15,1393.5483870967741,value
2025-05-16,1393.516129032258,value
2025-05-17,1393.483870967742,value
2025-05-18,1393.4516129032259,value
2025-05-19,1393.4193548387098,value
2025-05-20,1393.3870967741937,value
2025-05-21,1393.3548387096773,value
2025-05-22,1393.3225806451612,value
2025-05-23,1393.2903225806451,value
2025-05-24,1393.258064516129,value
2025-05-25,1393.225806451613,value
2025-05-26,1393.1935483870968,value
2025-05-27,1393.1612903225807,value
2025-05-28,1393.1290322580646,value
2025-05-29,1393.0967741935483,value
2025-05-30,1393.0645161290322,value
2025-05-31,1393.032258064516,value
2025-06-01,1393.0,value
2025-06-02,1391.9666666666667,value
2025-06-03,1390.9333333333334,value
2025-06-04,1389.9,value
2025-06-05,1388.8666666666666,value
2025-06-06,1387.8333333333333,value
2025-06-07,1386.8,value
2025-06-08,1385.7666666666667,value
2025-06-09,1384.7333333333333,value
2025-06-10,1383.7,value
2025-06-11,1382.6666666666667,value
2025-06-12,1381.6333333333334,value
2025-06-13,1380.6,value
2025-06-14,1379.5666666666666,value
2025-06-15,1378.5333333333333,value
2025-06-16,1377.5,value
2025-06-17,1376.4666666666667,value
2025-06-18,1375.4333333333334,value
2025-06-19,1374.4,value
2025-06-20,1373.3666666666666,value
2025-06-21,1372.3333333333333,value
2025-06-22,1371.3,value
2025-06-23,1370.2666666666667,value
2025-06-24,1369.2333333333333,value
2025-06-25,1368.2,value
2025-06-26,1367.1666666666667,value
2025-06-27,1366.1333333333334,value
2025-06-28,1365.1,value
2025-06-29,1364.0666666666666,value
2025-06-30,1363.0333333333333,value
2025-07-01,1362.0,value
