"year","age","years","AAV","present_value","real_salary"
2016,33,1,1500000,2052853.57560791,2052853.57560791
2016,32,1,1500000,2052853.57560791,2052853.57560791
2016,33,1,1500000,2052853.57560791,2052853.57560791
2016,29,1,1250000,1710711.31300659,1710711.31300659
2016,35,1,1e+06,1368569.05040527,1368569.05040527
2016,30,1,1e+06,1368569.05040527,1368569.05040527
2016,33,1,1e+06,1368569.05040527,1368569.05040527
2016,41,1,507500,694548.793080676,694548.793080676
2016,31,1,507500,694548.793080676,694548.793080676
2016,32,1,507500,694548.793080676,694548.793080676
2016,39,0,NA,NA,NA
2016,33,0,NA,NA,NA
2016,37,0,NA,NA,NA
2016,36,0,NA,NA,NA
2016,34,0,NA,NA,NA
2016,35,0,NA,NA,NA
2016,38,0,NA,NA,NA
2016,37,0,NA,NA,NA
2016,40,0,NA,NA,NA
2016,36,0,NA,NA,NA
2016,35,0,NA,NA,NA
2016,30,0,NA,NA,NA
2016,33,0,NA,NA,NA
2016,32,0,NA,NA,NA
2016,33,0,NA,NA,NA
2016,37,0,NA,NA,NA
2016,35,0,NA,NA,NA
2016,34,0,NA,NA,NA
2016,31,0,NA,NA,NA
2016,35,0,NA,NA,NA
2016,36,0,NA,NA,NA
2016,31,0,NA,NA,NA
2016,37,0,NA,NA,NA
2016,33,0,NA,NA,NA
2016,30,0,NA,NA,NA
2016,31,0,NA,NA,NA
2016,37,0,NA,NA,NA
2016,32,0,NA,NA,NA
2016,34,0,NA,NA,NA
2016,31,0,NA,NA,NA
2016,33,0,NA,NA,NA
2016,31,0,NA,NA,NA
2016,33,0,NA,NA,NA
2016,40,0,NA,NA,NA
2016,35,0,NA,NA,NA
2016,37,0,NA,NA,NA
2016,36,0,NA,NA,NA
2016,31,0,NA,NA,NA
2016,34,0,NA,NA,NA
2016,39,0,NA,NA,NA
2016,33,0,NA,NA,NA
2016,35,0,NA,NA,NA
2016,35,0,NA,NA,NA
2016,31,0,NA,NA,NA
2016,NA,NA,NA,NA,NA
2016,35,1,NA,NA,NA
2016,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA
2016,37,NA,NA,NA,NA
2016,39,NA,NA,NA,NA
2016,31,NA,NA,NA,NA
2016,37,NA,NA,NA,NA
2016,39,NA,NA,NA,NA
2016,36,NA,NA,NA,NA
2016,35,NA,NA,NA,NA
2016,38,NA,NA,NA,NA
2016,35,NA,NA,NA,NA
2016,34,NA,NA,NA,NA
2016,43,NA,NA,NA,NA
2016,40,NA,NA,NA,NA
2016,40,NA,NA,NA,NA
2016,32,NA,NA,NA,NA
2016,37,NA,NA,NA,NA
2016,33,NA,NA,NA,NA
2016,34,NA,NA,NA,NA
2016,38,NA,NA,NA,NA
2016,35,NA,NA,NA,NA
2016,40,NA,NA,NA,NA
2016,33,NA,NA,NA,NA
2016,36,NA,NA,NA,NA
2016,39,NA,NA,NA,NA
2016,38,NA,NA,NA,NA
2015,30,7,3e+07,42699354.3726446,6099907.76752065
2015,31,6,25833333,36768888.0131178,6128148.00218629
2015,28,5,1.9e+07,27042924.4360082,5408584.88720164
2015,31,4,2.2e+07,31312859.8732727,7828214.96831817
2015,32,5,16400000,23342313.7237124,4668462.74474247
2015,33,4,18750000,26687096.4829028,6671774.12072571
2015,36,4,1.6e+07,22772988.9987438,5693247.24968594
2015,34,4,14250000,20282193.3270062,5070548.33175154
2015,32,4,13750000,19570537.4207954,4892634.35519885
2015,31,4,1.3e+07,18503053.5614793,4625763.39036983
2015,31,4,1.2e+07,17079741.7490578,4269935.43726445
2015,30,4,11500000,16368085.8428471,4092021.46071177
2015,31,4,1.1e+07,15656429.9366363,3914107.48415908
2015,30,3,1.4e+07,19926365.3739008,6642121.79130026
2015,31,3,1.3e+07,18503053.5614793,6167684.5204931
2015,30,4,9e+06,12809806.3117934,3202451.57794834
2015,29,3,1e+07,14233118.1242149,4744372.70807162
2015,35,2,12500000,17791397.6552686,8895698.82763428
2015,34,2,1.2e+07,17079741.7490578,8539870.87452891
2015,31,3,7666666,10912056.2796902,3637352.09323006
2015,36,2,10500000,14944774.0304256,7472387.0152128
2015,32,2,1e+07,14233118.1242149,7116559.06210743
2015,31,2,1e+07,14233118.1242149,7116559.06210743
2015,31,4,4625000,6582817.13244937,1645704.28311234
2015,40,2,9e+06,12809806.3117934,6404903.15589668
2015,32,2,8500000,12098150.4055826,6049075.20279131
2015,33,2,8e+06,11386494.4993719,5693247.24968594
2015,32,2,7500000,10674838.5931611,5337419.29658057
2015,32,3,5e+06,7116559.06210743,2372186.35403581
2015,33,2,6500000,9251526.78073965,4625763.39036983
2015,34,2,6250000,8895698.82763428,4447849.41381714
2015,34,1,1.1e+07,15656429.9366363,15656429.9366363
2015,39,1,10500000,14944774.0304256,14944774.0304256
2015,27,1,1e+07,14233118.1242149,14233118.1242149
2015,31,2,5e+06,7116559.06210743,3558279.53105371
2015,30,1,9500000,13521462.2180041,13521462.2180041
2015,38,1,8500000,12098150.4055826,12098150.4055826
2015,28,1,8e+06,11386494.4993719,11386494.4993719
2015,38,2,4e+06,5693247.24968594,2846623.62484297
2015,29,1,7500000,10674838.5931611,10674838.5931611
2015,31,1,6250000,8895698.82763428,8895698.82763428
2015,30,1,5500000,7828214.96831817,7828214.96831817
2015,36,1,5e+06,7116559.06210743,7116559.06210743
2015,32,1,5e+06,7116559.06210743,7116559.06210743
2015,37,1,5e+06,7116559.06210743,7116559.06210743
2015,33,1,5e+06,7116559.06210743,7116559.06210743
2015,38,2,2500000,3558279.53105371,1779139.76552686
2015,33,1,4700000,6689565.51838098,6689565.51838098
2015,33,1,4500000,6404903.15589668,6404903.15589668
2015,35,1,4100000,5835578.43092809,5835578.43092809
2015,34,1,4e+06,5693247.24968594,5693247.24968594
2015,30,1,4e+06,5693247.24968594,5693247.24968594
2015,32,1,4e+06,5693247.24968594,5693247.24968594
2015,37,1,4e+06,5693247.24968594,5693247.24968594
2015,35,1,4e+06,5693247.24968594,5693247.24968594
2015,35,1,3500000,4981591.3434752,4981591.3434752
2015,32,1,3e+06,4269935.43726445,4269935.43726445
2015,35,1,3e+06,4269935.43726445,4269935.43726445
2015,34,1,2600000,3700610.71229586,3700610.71229586
2015,32,1,2500000,3558279.53105371,3558279.53105371
2015,31,1,2500000,3558279.53105371,3558279.53105371
2015,30,1,2500000,3558279.53105371,3558279.53105371
2015,29,1,2250000,3202451.57794834,3202451.57794834
2015,32,1,2250000,3202451.57794834,3202451.57794834
2015,33,1,2200000,3131285.98732727,3131285.98732727
2015,38,1,2e+06,2846623.62484297,2846623.62484297
2015,34,1,2e+06,2846623.62484297,2846623.62484297
2015,41,1,2e+06,2846623.62484297,2846623.62484297
2015,32,1,2e+06,2846623.62484297,2846623.62484297
2015,31,1,2e+06,2846623.62484297,2846623.62484297
2015,31,1,2e+06,2846623.62484297,2846623.62484297
2015,29,1,1850000,2633126.85297975,2633126.85297975
2015,37,1,1800000,2561961.26235867,2561961.26235867
2015,32,1,1600000,2277298.89987438,2277298.89987438
2015,33,1,1500000,2134967.71863223,2134967.71863223
2015,32,1,1500000,2134967.71863223,2134967.71863223
2015,32,1,1500000,2134967.71863223,2134967.71863223
2015,37,1,1500000,2134967.71863223,2134967.71863223
2015,30,1,1500000,2134967.71863223,2134967.71863223
2015,36,1,1500000,2134967.71863223,2134967.71863223
2015,34,1,1250000,1779139.76552686,1779139.76552686
2015,34,1,1100000,1565642.99366363,1565642.99366363
2015,35,1,1e+06,1423311.81242149,1423311.81242149
2015,29,1,1e+06,1423311.81242149,1423311.81242149
2015,32,1,1e+06,1423311.81242149,1423311.81242149
2015,33,1,1e+06,1423311.81242149,1423311.81242149
2015,31,1,1e+06,1423311.81242149,1423311.81242149
2015,37,1,850000,1209815.04055826,1209815.04055826
2015,34,1,825000,1174232.24524773,1174232.24524773
2015,36,1,675000,960735.473384502,960735.473384502
2015,38,1,6e+05,853987.087452891,853987.087452891
2015,33,1,507500,722330.744803904,722330.744803904
2015,36,0,NA,NA,NA
2015,33,0,NA,NA,NA
2015,34,0,NA,NA,NA
2015,30,0,NA,NA,NA
2015,37,0,NA,NA,NA
2015,34,0,NA,NA,NA
2015,33,0,NA,NA,NA
2015,39,0,NA,NA,NA
2015,37,0,NA,NA,NA
2015,32,0,NA,NA,NA
2015,33,0,NA,NA,NA
2015,35,0,NA,NA,NA
2015,38,0,NA,NA,NA
2015,35,0,NA,NA,NA
2015,36,0,NA,NA,NA
2015,33,0,NA,NA,NA
2015,33,0,NA,NA,NA
2015,31,0,NA,NA,NA
2015,37,0,NA,NA,NA
2015,28,0,NA,NA,NA
2015,35,0,NA,NA,NA
2015,36,0,NA,NA,NA
2015,35,0,NA,NA,NA
2015,34,0,NA,NA,NA
2015,31,0,NA,NA,NA
2015,34,0,NA,NA,NA
2015,40,0,NA,NA,NA
2015,NA,NA,NA,NA,NA
2015,40,NA,NA,NA,NA
2015,34,NA,NA,NA,NA
2015,32,NA,NA,NA,NA
2015,35,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA
2015,41,NA,NA,NA,NA
2015,35,NA,NA,NA,NA
2015,32,NA,NA,NA,NA
2015,38,NA,NA,NA,NA
2015,34,NA,NA,NA,NA
2015,38,NA,NA,NA,NA
2015,44,NA,NA,NA,NA
2015,35,NA,NA,NA,NA
2015,43,NA,NA,NA,NA
2015,41,NA,NA,NA,NA
2015,39,NA,NA,NA,NA
2015,40,NA,NA,NA,NA
2015,38,NA,NA,NA,NA
2015,36,NA,NA,NA,NA
2014,31,10,2.4e+07,35525862.8380403,3552586.28380403
2014,30,7,21857143,32353911.010393,4621987.287199
2014,31,7,18571429,27490251.6400168,3927178.80571669
2014,30,5,1.7e+07,25164152.8436119,5032830.56872237
2014,33,4,1.5e+07,22203664.2737752,5550916.06844379
2014,32,4,13250000,19613236.7751681,4903309.19379202
2014,30,4,12500000,18503053.5614793,4625763.39036983
2014,30,4,12500000,18503053.5614793,4625763.39036983
2014,31,4,12250000,18132992.4902497,4533248.12256243
2014,37,3,1.5e+07,22203664.2737752,7401221.42459172
2014,32,2,1.6e+07,23683908.5586935,11841954.2793468
2014,31,4,8e+06,11841954.2793468,2960488.56983669
2014,32,4,7562500,11194347.404695,2798586.85117375
2014,31,3,1e+07,14802442.8491834,4934147.61639448
2014,35,3,8666666,12828782.8157961,4276260.93859871
2014,28,3,8e+06,11841954.2793468,3947318.09311558
2014,37,2,11750000,17392870.3477905,8696435.17389527
2014,38,2,11500000,17022809.276561,8511404.63828048
2014,37,2,1.5e+07,22203664.2737752,11101832.1368876
2014,30,2,1.1e+07,16282687.1341018,8141343.56705089
2014,29,3,7e+06,10361709.9944284,3453903.33147614
2014,30,3,7e+06,10361709.9944284,3453903.33147614
2014,41,2,1e+07,14802442.8491834,7401221.42459172
2014,39,2,1e+07,14802442.8491834,7401221.42459172
2014,29,3,5500000,8141343.56705089,2713781.18901696
2014,39,1,1.6e+07,23683908.5586935,23683908.5586935
2014,36,2,8e+06,11841954.2793468,5920977.13967338
2014,30,3,5250000,7771282.49582131,2590427.4986071
2014,36,2,7750000,11471893.2081172,5735946.60405858
2014,35,2,7500000,11101832.1368876,5550916.06844379
2014,31,1,14100000,20871444.4173487,20871444.4173487
2014,37,2,7e+06,10361709.9944284,5180854.99721421
2014,36,3,4333333,6414391.40789806,2138130.46929935
2014,33,2,6250000,9251526.78073965,4625763.39036983
2014,32,2,6e+06,8881465.70951007,4440732.85475503
2014,36,2,6e+06,8881465.70951007,4440732.85475503
2014,31,2,5625000,8326374.10266569,4163187.05133284
2014,30,2,5500000,8141343.56705089,4070671.78352545
2014,32,2,5375000,7956313.0314361,3978156.51571805
2014,31,1,10093443,14940761.3158991,14940761.3158991
2014,33,1,1e+07,14802442.8491834,14802442.8491834
2014,32,1,1e+07,14802442.8491834,14802442.8491834
2014,33,2,5e+06,7401221.42459172,3700610.71229586
2014,30,2,4750000,7031160.35336214,3515580.17668107
2014,37,1,8250000,12212015.3505763,12212015.3505763
2014,33,1,8e+06,11841954.2793468,11841954.2793468
2014,30,1,8e+06,11841954.2793468,11841954.2793468
2014,30,2,4e+06,5920977.13967338,2960488.56983669
2014,31,1,7409836,10968367.3911822,10968367.3911822
2014,30,1,7250000,10731771.065658,10731771.065658
2014,37,2,3500000,5180854.99721421,2590427.4986071
2014,29,2,3500000,5180854.99721421,2590427.4986071
2014,31,1,6e+06,8881465.70951007,8881465.70951007
2014,32,1,6e+06,8881465.70951007,8881465.70951007
2014,32,1,6e+06,8881465.70951007,8881465.70951007
2014,35,2,3e+06,4440732.85475503,2220366.42737752
2014,36,1,5800000,8585416.8525264,8585416.8525264
2014,31,2,2750000,4070671.78352545,2035335.89176272
2014,37,1,5250000,7771282.49582131,7771282.49582131
2014,30,1,5e+06,7401221.42459172,7401221.42459172
2014,36,1,5e+06,7401221.42459172,7401221.42459172
2014,34,2,2500000,3700610.71229586,1850305.35614793
2014,32,2,2500000,3700610.71229586,1850305.35614793
2014,33,1,4500000,6661099.28213255,6661099.28213255
2014,39,2,2250000,3330549.64106627,1665274.82053314
2014,37,1,4250000,6291038.21090296,6291038.21090296
2014,32,2,2125000,3145519.10545148,1572759.55272574
2014,31,1,4e+06,5920977.13967338,5920977.13967338
2014,38,1,4e+06,5920977.13967338,5920977.13967338
2014,33,1,4e+06,5920977.13967338,5920977.13967338
2014,36,1,3500000,5180854.99721421,5180854.99721421
2014,32,1,3250000,4810793.92598462,4810793.92598462
2014,32,1,3250000,4810793.92598462,4810793.92598462
2014,31,1,3050000,4514745.06900095,4514745.06900095
2014,36,1,3e+06,4440732.85475503,4440732.85475503
2014,32,1,3e+06,4440732.85475503,4440732.85475503
2014,36,1,3e+06,4440732.85475503,4440732.85475503
2014,42,1,2750000,4070671.78352545,4070671.78352545
2014,30,1,2750000,4070671.78352545,4070671.78352545
2014,38,1,2500000,3700610.71229586,3700610.71229586
2014,41,1,2500000,3700610.71229586,3700610.71229586
2014,28,1,2500000,3700610.71229586,3700610.71229586
2014,31,1,2450000,3626598.49804994,3626598.49804994
2014,32,1,2275000,3367555.74818923,3367555.74818923
2014,35,1,2250000,3330549.64106627,3330549.64106627
2014,30,1,2e+06,2960488.56983669,2960488.56983669
2014,32,1,2e+06,2960488.56983669,2960488.56983669
2014,36,1,2e+06,2960488.56983669,2960488.56983669
2014,35,1,2e+06,2960488.56983669,2960488.56983669
2014,34,1,2e+06,2960488.56983669,2960488.56983669
2014,39,1,1800000,2664439.71285302,2664439.71285302
2014,36,1,1750000,2590427.4986071,2590427.4986071
2014,32,1,1500000,2220366.42737752,2220366.42737752
2014,37,1,1500000,2220366.42737752,2220366.42737752
2014,33,1,1500000,2220366.42737752,2220366.42737752
2014,32,1,1500000,2220366.42737752,2220366.42737752
2014,33,1,1500000,2220366.42737752,2220366.42737752
2014,33,1,1250000,1850305.35614793,1850305.35614793
2014,31,1,1250000,1850305.35614793,1850305.35614793
2014,36,1,1125000,1665274.82053314,1665274.82053314
2014,34,1,1100000,1628268.71341018,1628268.71341018
2014,28,1,1e+06,1480244.28491834,1480244.28491834
2014,34,1,1e+06,1480244.28491834,1480244.28491834
2014,43,1,1e+06,1480244.28491834,1480244.28491834
2014,32,1,1e+06,1480244.28491834,1480244.28491834
2014,37,1,1e+06,1480244.28491834,1480244.28491834
2014,38,1,1e+06,1480244.28491834,1480244.28491834
2014,31,1,1e+06,1480244.28491834,1480244.28491834
2014,33,1,1e+06,1480244.28491834,1480244.28491834
2014,39,1,850000,1258207.64218059,1258207.64218059
2014,31,1,850000,1258207.64218059,1258207.64218059
2014,33,1,750000,1110183.21368876,1110183.21368876
2014,32,0,NA,NA,NA
2014,36,0,NA,NA,NA
2014,34,0,NA,NA,NA
2014,35,0,NA,NA,NA
2014,39,0,NA,NA,NA
2014,29,0,NA,NA,NA
2014,31,0,NA,NA,NA
2014,36,0,NA,NA,NA
2014,37,0,NA,NA,NA
2014,31,0,NA,NA,NA
2014,36,0,NA,NA,NA
2014,36,0,NA,NA,NA
2014,35,0,NA,NA,NA
2014,36,0,NA,NA,NA
2014,34,0,NA,NA,NA
2014,34,0,NA,NA,NA
2014,32,0,NA,NA,NA
2014,32,0,NA,NA,NA
2014,36,0,NA,NA,NA
2014,34,0,NA,NA,NA
2014,35,0,NA,NA,NA
2014,33,0,NA,NA,NA
2014,35,0,NA,NA,NA
2014,34,0,NA,NA,NA
2014,33,0,NA,NA,NA
2014,NA,NA,NA,NA,NA
2014,32,NA,NA,NA,NA
2014,36,NA,NA,NA,NA
2014,35,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA
2014,38,NA,NA,NA,NA
2014,31,NA,NA,NA,NA
2014,40,NA,NA,NA,NA
2014,39,NA,NA,NA,NA
2014,36,NA,NA,NA,NA
2014,40,NA,NA,NA,NA
2014,37,NA,NA,NA,NA
2014,37,NA,NA,NA,NA
2014,38,NA,NA,NA,NA
2014,37,NA,NA,NA,NA
2014,40,NA,NA,NA,NA
2014,31,NA,NA,NA,NA
2014,34,NA,NA,NA,NA
2014,38,NA,NA,NA,NA
2014,35,NA,NA,NA,NA
2014,43,NA,NA,NA,NA
2014,41,NA,NA,NA,NA
2014,36,NA,NA,NA,NA
2014,42,NA,NA,NA,NA
2014,36,NA,NA,NA,NA
2014,38,NA,NA,NA,NA
2014,44,NA,NA,NA,NA
2014,34,NA,NA,NA,NA
2014,40,NA,NA,NA,NA
2014,36,NA,NA,NA,NA
2014,36,NA,NA,NA,NA
2014,37,NA,NA,NA,NA
2014,36,NA,NA,NA,NA
2013,29,6,24500000,37716624.3797194,6286104.06328657
2013,32,5,2.5e+07,38486351.407877,7697270.28157539
2013,29,5,1.6e+07,24631264.9010413,4926252.98020825
2013,28,5,15050000,23168783.5475419,4633756.70950839
2013,32,4,1.4e+07,21552356.7884111,5388089.19710277
2013,29,4,1.3e+07,20012902.732096,5003225.683024
2013,30,4,1.2e+07,18473448.6757809,4618362.16894524
2013,31,4,1e+07,15394540.5631508,3848635.1407877
2013,32,3,1.3e+07,20012902.732096,6670967.57736534
2013,34,3,1.1e+07,16933994.6194659,5644664.87315529
2013,33,2,1.4e+07,21552356.7884111,10776178.3942055
2013,36,2,13250000,20397766.2461748,10198883.1230874
2013,37,2,1.3e+07,20012902.732096,10006451.366048
2013,37,2,1.3e+07,20012902.732096,10006451.366048
2013,32,3,8666666,13341934.128428,4447311.37614266
2013,34,3,8333333,12828783.2894743,4276261.09649143
2013,33,2,1.2e+07,18473448.6757809,9236724.33789047
2013,30,3,7500000,11545905.4223631,3848635.1407877
2013,29,3,7e+06,10776178.3942055,3592059.46473518
2013,37,3,6666666,10263026.0157978,3421008.67193261
2013,34,3,6e+06,9236724.33789047,3078908.11263016
2013,30,2,8500000,13085359.4786782,6542679.73933908
2013,28,2,8e+06,12315632.4505206,6157816.22526031
2013,29,2,7750000,11930768.9364419,5965384.46822093
2013,38,1,1.5e+07,23091810.8447262,23091810.8447262
2013,32,2,7500000,11545905.4223631,5772952.71118154
2013,34,2,7500000,11545905.4223631,5772952.71118154
2013,32,1,1.3e+07,20012902.732096,20012902.732096
2013,39,2,6500000,10006451.366048,5003225.683024
2013,41,1,1.2e+07,18473448.6757809,18473448.6757809
2013,34,1,1.2e+07,18473448.6757809,18473448.6757809
2013,34,2,6e+06,9236724.33789047,4618362.16894524
2013,33,3,4e+06,6157816.22526031,2052605.4084201
2013,37,1,1.1e+07,16933994.6194659,16933994.6194659
2013,43,1,1e+07,15394540.5631508,15394540.5631508
2013,32,2,5e+06,7697270.28157539,3848635.1407877
2013,29,2,5e+06,7697270.28157539,3848635.1407877
2013,32,2,5e+06,7697270.28157539,3848635.1407877
2013,32,3,3333333,5131513.00789891,1710504.3359663
2013,30,1,9500000,14624813.5349932,14624813.5349932
2013,30,2,4e+06,6157816.22526031,3078908.11263016
2013,29,2,4e+06,6157816.22526031,3078908.11263016
2013,36,1,7500000,11545905.4223631,11545905.4223631
2013,37,3,2500000,3848635.1407877,1282878.38026257
2013,32,1,7e+06,10776178.3942055,10776178.3942055
2013,36,2,3375000,5195657.44006339,2597828.72003169
2013,32,1,6500000,10006451.366048,10006451.366048
2013,36,2,3100000,4772307.57457674,2386153.78728837
2013,30,1,6e+06,9236724.33789047,9236724.33789047
2013,37,2,3e+06,4618362.16894524,2309181.08447262
2013,31,1,5500000,8466997.30973293,8466997.30973293
2013,31,1,5e+06,7697270.28157539,7697270.28157539
2013,33,2,2500000,3848635.1407877,1924317.57039385
2013,35,2,2500000,3848635.1407877,1924317.57039385
2013,38,1,4250000,6542679.73933908,6542679.73933908
2013,31,1,4e+06,6157816.22526031,6157816.22526031
2013,32,1,3500000,5388089.19710277,5388089.19710277
2013,32,1,3250000,5003225.683024,5003225.683024
2013,35,1,3e+06,4618362.16894524,4618362.16894524
2013,40,1,3e+06,4618362.16894524,4618362.16894524
2013,34,1,3e+06,4618362.16894524,4618362.16894524
2013,33,2,1500000,2309181.08447262,1154590.54223631
2013,35,1,2900000,4464416.76331373,4464416.76331373
2013,30,1,2850000,4387444.06049797,4387444.06049797
2013,33,1,2800000,4310471.35768222,4310471.35768222
2013,37,1,2750000,4233498.65486647,4233498.65486647
2013,41,1,2750000,4233498.65486647,4233498.65486647
2013,35,1,2750000,4233498.65486647,4233498.65486647
2013,31,1,2450000,3771662.43797194,3771662.43797194
2013,35,1,2301887,3543649.27932895,3543649.27932895
2013,35,1,2250000,3463771.62670893,3463771.62670893
2013,31,1,2e+06,3078908.11263016,3078908.11263016
2013,36,1,2e+06,3078908.11263016,3078908.11263016
2013,29,1,2e+06,3078908.11263016,3078908.11263016
2013,33,1,2e+06,3078908.11263016,3078908.11263016
2013,36,1,1750000,2694044.59855139,2694044.59855139
2013,29,1,1750000,2694044.59855139,2694044.59855139
2013,32,1,1750000,2694044.59855139,2694044.59855139
2013,35,1,1600000,2463126.49010413,2463126.49010413
2013,32,1,1500000,2309181.08447262,2309181.08447262
2013,31,1,1500000,2309181.08447262,2309181.08447262
2013,33,1,1500000,2309181.08447262,2309181.08447262
2013,35,1,1500000,2309181.08447262,2309181.08447262
2013,36,1,1450000,2232208.38165686,2232208.38165686
2013,30,1,1375000,2116749.32743323,2116749.32743323
2013,35,1,1350000,2078262.97602536,2078262.97602536
2013,37,1,1350000,2078262.97602536,2078262.97602536
2013,36,1,1250000,1924317.57039385,1924317.57039385
2013,37,1,1250000,1924317.57039385,1924317.57039385
2013,40,1,1250000,1924317.57039385,1924317.57039385
2013,30,1,1150000,1770372.16476234,1770372.16476234
2013,34,1,1e+06,1539454.05631508,1539454.05631508
2013,35,1,1e+06,1539454.05631508,1539454.05631508
2013,34,1,1e+06,1539454.05631508,1539454.05631508
2013,41,1,1e+06,1539454.05631508,1539454.05631508
2013,29,1,1e+06,1539454.05631508,1539454.05631508
2013,38,1,1e+06,1539454.05631508,1539454.05631508
2013,38,1,775000,1193076.89364419,1193076.89364419
2013,42,1,750000,1154590.54223631,1154590.54223631
2013,33,1,750000,1154590.54223631,1154590.54223631
2013,27,1,750000,1154590.54223631,1154590.54223631
2013,30,1,750000,1154590.54223631,1154590.54223631
2013,41,1,750000,1154590.54223631,1154590.54223631
2013,35,1,7e+05,1077617.83942055,1077617.83942055
2013,33,1,7e+05,1077617.83942055,1077617.83942055
2013,30,1,7e+05,1077617.83942055,1077617.83942055
2013,30,1,7e+05,1077617.83942055,1077617.83942055
2013,31,1,520000,800516.109283841,800516.109283841
2013,37,0,NA,NA,NA
2013,42,0,NA,NA,NA
2013,39,0,NA,NA,NA
2013,29,0,NA,NA,NA
2013,35,0,NA,NA,NA
2013,34,0,NA,NA,NA
2013,35,0,NA,NA,NA
2013,36,0,NA,NA,NA
2013,36,0,NA,NA,NA
2013,33,0,NA,NA,NA
2013,40,1,NA,NA,NA
2013,30,0,NA,NA,NA
2013,32,0,NA,NA,NA
2013,34,0,NA,NA,NA
2013,34,0,NA,NA,NA
2013,35,0,NA,NA,NA
2013,36,0,NA,NA,NA
2013,31,0,NA,NA,NA
2013,34,0,NA,NA,NA
2013,31,0,NA,NA,NA
2013,36,0,NA,NA,NA
2013,32,0,NA,NA,NA
2013,37,0,NA,NA,NA
2013,33,0,NA,NA,NA
2013,34,0,NA,NA,NA
2013,32,0,NA,NA,NA
2013,NA,NA,NA,NA,NA
2013,29,NA,NA,NA,NA
2013,36,NA,NA,NA,NA
2013,43,NA,NA,NA,NA
2013,35,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA
2013,39,NA,NA,NA,NA
2013,31,NA,NA,NA,NA
2013,39,NA,NA,NA,NA
2013,32,NA,NA,NA,NA
2013,37,NA,NA,NA,NA
2013,35,NA,NA,NA,NA
2013,36,NA,NA,NA,NA
2013,40,NA,NA,NA,NA
2013,34,NA,NA,NA,NA
2013,41,NA,NA,NA,NA
2013,37,NA,NA,NA,NA
2013,37,NA,NA,NA,NA
2013,38,NA,NA,NA,NA
2013,39,NA,NA,NA,NA
2013,37,NA,NA,NA,NA
2013,35,NA,NA,NA,NA
2013,37,NA,NA,NA,NA
2013,38,NA,NA,NA,NA
2013,35,NA,NA,NA,NA
2013,36,NA,NA,NA,NA
2013,34,NA,NA,NA,NA
2013,30,NA,NA,NA,NA
2013,33,NA,NA,NA,NA
2013,42,NA,NA,NA,NA
2013,37,NA,NA,NA,NA
2013,46,NA,NA,NA,NA
2013,36,NA,NA,NA,NA
2012,32,10,2.4e+07,38424773.2456244,3842477.32456244
2012,28,9,23777777,38068987.0629176,4229887.45143529
2012,29,6,17666666,28284901.4606742,4714150.2434457
2012,31,5,15500000,24815999.3877991,4963199.87755981
2012,33,4,14500000,23214967.1692314,5803741.79230785
2012,31,4,12500014,20012925.1465471,5003231.28663677
2012,33,3,12666666,20279740.3678358,6759913.45594527
2012,34,3,1.2e+07,19212386.6228122,6404128.87427073
2012,33,3,10500000,16810838.2949607,5603612.76498688
2012,34,3,9e+06,14409289.9671091,4803096.65570304
2012,35,2,1.3e+07,20813418.8413799,10406709.4206899
2012,33,3,7e+06,11207225.5299738,3735741.84332459
2012,30,2,7750000,12407999.6938995,6203999.84694977
2012,36,1,14575000,23335044.585624,23335044.585624
2012,37,2,7250000,11607483.5846157,5803741.79230785
2012,32,2,7e+06,11207225.5299738,5603612.76498689
2012,34,2,7e+06,11207225.5299738,5603612.76498689
2012,34,2,6e+06,9606193.31140609,4803096.65570304
2012,32,2,6e+06,9606193.31140609,4803096.65570304
2012,28,1,1.1e+07,17611354.4042445,17611354.4042445
2012,30,2,5500000,8805677.20212225,4402838.60106112
2012,33,2,5250000,8405419.14748033,4202709.57374016
2012,37,1,1e+07,16010322.1856768,16010322.1856768
2012,32,2,5e+06,8005161.09283841,4002580.5464192
2012,33,2,5e+06,8005161.09283841,4002580.5464192
2012,35,2,4500000,7204644.98355457,3602322.49177728
2012,35,2,4375000,7004515.95623361,3502257.9781168
2012,31,1,8500000,13608773.8578253,13608773.8578253
2012,30,1,8e+06,12808257.7485415,12808257.7485415
2012,34,1,7250000,11607483.5846157,11607483.5846157
2012,38,2,3250000,5203354.71034496,2601677.35517248
2012,36,2,3200000,5123303.09941658,2561651.54970829
2012,30,1,6375000,10206580.393369,10206580.393369
2012,36,2,3e+06,4803096.65570304,2401548.32785152
2012,29,1,5e+06,8005161.09283841,8005161.09283841
2012,30,1,4750000,7604903.03819649,7604903.03819649
2012,28,1,4750000,7604903.03819649,7604903.03819649
2012,33,1,4500000,7204644.98355457,7204644.98355457
2012,33,1,4500000,7204644.98355457,7204644.98355457
2012,37,1,4500000,7204644.98355457,7204644.98355457
2012,35,1,4250000,6804386.92891265,6804386.92891265
2012,32,2,2100000,3362167.65899213,1681083.82949607
